market;category_id;name;path;depth;source_url
SK;5812;Čističe karburátorov, turba a škrtiacich klapiek;Heureka.sk | Auto-moto | Náplne a kvapaliny | Autochémia | Čističe karburátorov, turba a škrtiacich klapiek;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5815;Čističe reťazí motoriek;Heureka.sk | Auto-moto | Náplne a kvapaliny | Autochémia | Čističe reťazí motoriek;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5854;Hydraulické oleje;Heureka.sk | Auto-moto | Náplne a kvapaliny | Mazivá | Hydraulické oleje;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5856;Mazivá na reťaze;Heureka.sk | Auto-moto | Náplne a kvapaliny | Mazivá | Mazivá na reťaze;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5850;Motorové oleje;Heureka.sk | Auto-moto | Náplne a kvapaliny | Mazivá | Motorové oleje;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5857;Ostatné mazivá;Heureka.sk | Auto-moto | Náplne a kvapaliny | Mazivá | Ostatné mazivá;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5853;Plastické mazivá;Heureka.sk | Auto-moto | Náplne a kvapaliny | Mazivá | Plastické mazivá;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5851;Prevodové oleje;Heureka.sk | Auto-moto | Náplne a kvapaliny | Mazivá | Prevodové oleje;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5855;Silikónové oleje;Heureka.sk | Auto-moto | Náplne a kvapaliny | Mazivá | Silikónové oleje;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5852;Tlmičové oleje;Heureka.sk | Auto-moto | Náplne a kvapaliny | Mazivá | Tlmičové oleje;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;2922;Brzdové kvapaliny;Heureka.sk | Auto-moto | Náplne a kvapaliny | Prevádzkové kvapaliny | Brzdové kvapaliny;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;6189;Chladiace kvapaliny;Heureka.sk | Auto-moto | Náplne a kvapaliny | Prevádzkové kvapaliny | Chladiace kvapaliny;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;6191;Kvapaliny do posilňovačov riadenia;Heureka.sk | Auto-moto | Náplne a kvapaliny | Prevádzkové kvapaliny | Kvapaliny do posilňovačov riadenia;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;6190;Vody do ostrekovačov;Heureka.sk | Auto-moto | Náplne a kvapaliny | Prevádzkové kvapaliny | Vody do ostrekovačov;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;2741;Agro pneumatiky;Heureka.sk | Auto-moto | Pneumatiky | Agro pneumatiky;4;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;2742;Nákladné pneumatiky;Heureka.sk | Auto-moto | Pneumatiky | Nákladné pneumatiky;4;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;972;Osobné pneumatiky;Heureka.sk | Auto-moto | Pneumatiky | Osobné pneumatiky;4;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;2230;Pneumatiky na motorku;Heureka.sk | Auto-moto | Pneumatiky | Pneumatiky na motorku;4;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3923;Alternátory;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Alternátory;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;1279;Autobatérie;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Autobatérie;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3413;Brzdové a spojkové hadice;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Brzdný systém auta | Brzdové a spojkové hadice;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3184;Brzdové bubny;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Brzdný systém auta | Brzdové bubny;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3343;Brzdové doštičky;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Brzdný systém auta | Brzdové doštičky;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3183;Brzdové kotúče;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Brzdný systém auta | Brzdové kotúče;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;6249;Brzdové čeľuste;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Brzdný systém auta | Brzdové čeľuste;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;1293;Hlavice radiacej páky;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely interiéru | Hlavice radiacej páky;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;1292;Rukoväte ručnej brzdy;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely interiéru | Rukoväte ručnej brzdy;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;1288;Športové sedačky;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely interiéru | Športové sedačky;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;1289;Športové volanty;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely interiéru | Športové volanty;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;4468;Autosklá;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely karosérie | Autosklá;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3323;Autozrkadlá;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely karosérie | Autozrkadlá;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3325;Blatníky, podbehy, bočnice k vozidlám;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely karosérie | Blatníky, podbehy, bočnice k vozidlám;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3330;Nárazníky a diely;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely karosérie | Nárazníky a diely;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3329;Predné kapoty, zadné kapoty, strechy;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely karosérie | Predné kapoty, zadné kapoty, strechy;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3341;Predné masky;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely karosérie | Predné masky;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3324;Rámy, stĺpiky a prahy;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely karosérie | Rámy, stĺpiky a prahy;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3802;Autokolesové skrutky a matice;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely podvozku | Diely k autokolesám | Autokolesové skrutky a matice;7;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3181;Ložiská kolies;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely podvozku | Diely k autokolesám | Ložiská kolies;7;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3182;Náboje kolies;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely podvozku | Diely k autokolesám | Náboje kolies;7;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3178;Dorazy tlmičov;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely podvozku | Dorazy tlmičov;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3179;Poloosy a homokinetické kĺby;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely podvozku | Poloosy a homokinetické kĺby;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3177;Pružiny perovania;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely podvozku | Pružiny perovania;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3171;Ramená riadenia;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely podvozku | Ramená riadenia;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;6407;Stabilizátory áut;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely podvozku | Stabilizátory áut;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3175;Tlmiče perovania;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely podvozku | Tlmiče perovania;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;6408;Uloženie tlmičov;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely podvozku | Uloženie tlmičov;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3180;Čapy a tiahla riadenia;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely podvozku | Čapy a tiahla riadenia;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3172;Čapy ramien;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely podvozku | Čapy ramien;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3339;Autoklimatizácie a nezávislé kúrenie;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely v motorovom priestore | Autoklimatizácie a nezávislé kúrenie;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3340;Chladiče a ich diely;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely v motorovom priestore | Chladiče a ich diely;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3462;Kabínové filtre do auta;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely v motorovom priestore | Filtre do auta | Kabínové filtre do auta;7;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3261;Olejové filtre do auta;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely v motorovom priestore | Filtre do auta | Olejové filtre do auta;7;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3262;Palivové filtre do auta;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely v motorovom priestore | Filtre do auta | Palivové filtre do auta;7;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3965;Vzduchové filtre do auta;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely v motorovom priestore | Filtre do auta | Vzduchové filtre do auta;7;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3338;Olejové vane;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely v motorovom priestore | Olejové vane;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3337;Palivové čerpadlá;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely v motorovom priestore | Palivové čerpadlá;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3463;Rozvody motora;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely v motorovom priestore | Rozvody motora;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3383;Spojky;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely v motorovom priestore | Spojky;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;4463;Turbodúchadlá;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely v motorovom priestore | Turbodúchadlá;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;4491;Váhy vzduchu;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely v motorovom priestore | Váhy vzduchu;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3263;Zapaľovacie cievky;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely v motorovom priestore | Zapaľovanie do áut | Zapaľovacie cievky;7;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3197;Zapaľovacie sviečky;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely v motorovom priestore | Zapaľovanie do áut | Zapaľovacie sviečky;7;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3198;Žhaviace sviečky;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely v motorovom priestore | Zapaľovanie do áut | Žhaviace sviečky;7;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3386;Zotrvačníky;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely v motorovom priestore | Zotrvačníky;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3924;Štartéry do auta;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Diely v motorovom priestore | Štartéry do auta;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;6406;Odpruženie automobilov;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Odpruženie automobilov;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;2892;Stierače;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Stierače;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;2787;Autožiarovky;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Svetlá na auto | Autožiarovky;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;1282;Exteriérové osvetlenie;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Svetlá na auto | Exteriérové osvetlenie;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3342;Hmlové svetlá;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Svetlá na auto | Hmlové svetlá;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3326;Predné svetlomety;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Svetlá na auto | Predné svetlomety;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3328;Smerovky na auto;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Svetlá na auto | Smerovky na auto;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3744;Xenónové výbojky;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Svetlá na auto | Xenónové výbojky;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3327;Zadné svetlomety;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Svetlá na auto | Zadné svetlomety;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3331;Katalyzátory;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Výfukový systém | Katalyzátory;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;1295;Koncovky výfuku;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Výfukový systém | Koncovky výfuku;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3264;Lambda sondy;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Výfukový systém | Lambda sondy;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;2740;Výfuky pre auto;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Výfukový systém | Výfuky pre auto;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3336;Ťažné zariadenia;Heureka.sk | Auto-moto | Všetko pre autá | Autodiely | Ťažné zariadenia;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;1277;Autopoťahy;Heureka.sk | Auto-moto | Všetko pre autá | Autodoplnky | Autodoplnky do interiéru | Autopoťahy;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;2813;Clony do auta;Heureka.sk | Auto-moto | Všetko pre autá | Autodoplnky | Autodoplnky do interiéru | Clony do auta;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;1276;Koberce do auta;Heureka.sk | Auto-moto | Všetko pre autá | Autodoplnky | Autodoplnky do interiéru | Koberce do auta;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;7020;Návleky na bezpečnostné pásy;Heureka.sk | Auto-moto | Všetko pre autá | Autodoplnky | Autodoplnky do interiéru | Návleky na bezpečnostné pásy;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;1275;Vane do kufra;Heureka.sk | Auto-moto | Všetko pre autá | Autodoplnky | Autodoplnky do interiéru | Vane do kufra;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;8296;Autokľúče;Heureka.sk | Auto-moto | Všetko pre autá | Autodoplnky | Autokľúče;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3991;Autonavijaky;Heureka.sk | Auto-moto | Všetko pre autá | Autodoplnky | Autonavijaky;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5554;Merače hrúbky laku;Heureka.sk | Auto-moto | Všetko pre autá | Autodoplnky | Merače hrúbky laku;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5553;Plachty na auto;Heureka.sk | Auto-moto | Všetko pre autá | Autodoplnky | Plachty na auto;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5555;Pneumerače;Heureka.sk | Auto-moto | Všetko pre autá | Autodoplnky | Pneumerače;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5566;Podpery pod auto;Heureka.sk | Auto-moto | Všetko pre autá | Autodoplnky | Podpery pod auto;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;881;Alkohol testery;Heureka.sk | Auto-moto | Všetko pre autá | Autodoplnky | Povinná a odporúčaná výbava | Alkohol testery;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;2788;Autolekárničky;Heureka.sk | Auto-moto | Všetko pre autá | Autodoplnky | Povinná a odporúčaná výbava | Autolekárničky;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5415;Hevery;Heureka.sk | Auto-moto | Všetko pre autá | Autodoplnky | Povinná a odporúčaná výbava | Hevery;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5471;Mechanické zabezpečenie vozidiel;Heureka.sk | Auto-moto | Všetko pre autá | Autodoplnky | Povinná a odporúčaná výbava | Mechanické zabezpečenie vozidiel;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;2884;Nabíjačky a štartovacie boxy;Heureka.sk | Auto-moto | Všetko pre autá | Autodoplnky | Povinná a odporúčaná výbava | Nabíjačky a štartovacie boxy;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;6603;Súpravy na opravu pneumatík;Heureka.sk | Auto-moto | Všetko pre autá | Autodoplnky | Povinná a odporúčaná výbava | Súpravy na opravu pneumatík;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5780;Škrabky a metly na autá;Heureka.sk | Auto-moto | Všetko pre autá | Autodoplnky | Povinná a odporúčaná výbava | Škrabky a metly na autá;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;2085;Štartovacie káble;Heureka.sk | Auto-moto | Všetko pre autá | Autodoplnky | Povinná a odporúčaná výbava | Štartovacie káble;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;2789;Ťažné laná;Heureka.sk | Auto-moto | Všetko pre autá | Autodoplnky | Povinná a odporúčaná výbava | Ťažné laná;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;6902;Ťažné tyče;Heureka.sk | Auto-moto | Všetko pre autá | Autodoplnky | Povinná a odporúčaná výbava | Ťažné tyče;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5747;Prívesné vozíky;Heureka.sk | Auto-moto | Všetko pre autá | Autodoplnky | Prívesné vozíky;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;1272;Snehové reťaze;Heureka.sk | Auto-moto | Všetko pre autá | Autodoplnky | Snehové reťaze;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;8608;Autolaky;Heureka.sk | Auto-moto | Všetko pre autá | Autokozmetika | Autolaky;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5796;Prípravky na umývanie áut;Heureka.sk | Auto-moto | Všetko pre autá | Autokozmetika | Prípravky na umývanie áut;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5807;Príslušenstvo autokozmetiky;Heureka.sk | Auto-moto | Všetko pre autá | Autokozmetika | Príslušenstvo autokozmetiky;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5805;Starostlivosť o autosklá;Heureka.sk | Auto-moto | Všetko pre autá | Autokozmetika | Starostlivosť o autosklá;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5803;Starostlivosť o interiér auta;Heureka.sk | Auto-moto | Všetko pre autá | Autokozmetika | Starostlivosť o interiér auta;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5801;Starostlivosť o kolesá;Heureka.sk | Auto-moto | Všetko pre autá | Autokozmetika | Starostlivosť o kolesá;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5798;Leštenie laku;Heureka.sk | Auto-moto | Všetko pre autá | Autokozmetika | Starostlivosť o lak | Leštenie laku;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5809;Leštiace kotúče na autá;Heureka.sk | Auto-moto | Všetko pre autá | Autokozmetika | Starostlivosť o lak | Leštiace kotúče na autá;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5799;Ochrany laku;Heureka.sk | Auto-moto | Všetko pre autá | Autokozmetika | Starostlivosť o lak | Ochrany laku;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5800;Údržba laku;Heureka.sk | Auto-moto | Všetko pre autá | Autokozmetika | Starostlivosť o lak | Údržba laku;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5797;Čistenie a dekontaminácia laku;Heureka.sk | Auto-moto | Všetko pre autá | Autokozmetika | Starostlivosť o lak | Čistenie a dekontaminácia laku;6;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5810;Starostlivosť o motorový priestor;Heureka.sk | Auto-moto | Všetko pre autá | Autokozmetika | Starostlivosť o motorový priestor;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5806;Starostlivosť o ostatné povrchy auta;Heureka.sk | Auto-moto | Všetko pre autá | Autokozmetika | Starostlivosť o ostatné povrchy auta;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5802;Starostlivosť o plasty a pneumatiky;Heureka.sk | Auto-moto | Všetko pre autá | Autokozmetika | Starostlivosť o plasty a pneumatiky;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;6591;Tekuté stierače;Heureka.sk | Auto-moto | Všetko pre autá | Autokozmetika | Tekuté stierače;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5808;Univerzálne čističe áut;Heureka.sk | Auto-moto | Všetko pre autá | Autokozmetika | Univerzálne čističe áut;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;5804;Vône do auta;Heureka.sk | Auto-moto | Všetko pre autá | Autokozmetika | Vône do auta;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;1471;Alu disky;Heureka.sk | Auto-moto | Všetko pre autá | Disky na auto | Alu disky;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;3147;Kryty kolies;Heureka.sk | Auto-moto | Všetko pre autá | Disky na auto | Kryty kolies;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
SK;2260;Plechové disky;Heureka.sk | Auto-moto | Všetko pre autá | Disky na auto | Plechové disky;5;https://www.heureka.sk/direct/xml-export/shops/heureka-sekce.xml
